0,0,39,-320,59,-264,93,-283,149,-184,184,-8,192,-29,196,-21,195,-10,n
0,0,3,-197,-5,-504,-43,-251,-115,-166,-160,-131,-169,358,-156,-9,-154,2,n
0,0,1,-526,33,-323,82,-111,126,-56,154,-27,169,15,171,36,169,23,n
0,0,-4,-418,-30,-218,-73,-61,-110,-24,-126,0,-127,32,-122,39,-122,32,n
0,0,25,-294,59,-47,95,-45,107,303,115,124,119,49,118,49,117,55,n
0,0,-6,-77,-61,-142,-112,-114,-128,-41,-129,13,-128,70,-131,33,-133,22,n
0,0,35,-105,86,-125,132,-92,151,-27,163,8,167,16,170,91,169,30,n
0,0,-2,-20,-19,-133,-73,-115,-136,177,-155,-24,-154,40,-154,53,-157,43,n
0,0,-2,-51,21,-339,98,-176,138,-108,152,151,152,-27,151,4,148,7,n
0,0,0,-35,-9,-127,-46,-157,-122,-98,-168,14,-175,58,-173,100,-173,31,n
0,0,30,-483,94,-250,150,64,165,202,171,285,176,184,177,82,177,58,n
0,0,-14,-382,-53,-76,-90,-12,-113,25,-125,36,-123,58,-121,73,-122,97,n
0,0,26,-588,82,-164,118,131,132,146,137,218,140,99,140,53,140,34,n
0,0,-4,-64,-21,-124,-80,-132,-144,-40,-169,28,-170,86,-172,61,-175,30,n
0,0,0,-51,36,-184,116,-144,165,80,178,-75,178,-11,179,15,179,2,n
0,0,-4,-58,-25,-133,-95,-140,-145,-65,-163,21,-163,59,-163,38,-167,16,n
0,0,-2,-31,19,-118,97,-166,155,-97,180,13,182,89,182,43,181,8,n
0,0,-6,-82,-32,-172,-104,-107,-166,169,-181,-47,-182,9,-184,20,-188,5,n
0,0,1,-68,39,-158,92,-153,141,-56,158,31,161,79,161,81,159,29,n
0,0,-1,-44,-11,-157,-75,-172,-120,-107,-141,9,-142,66,-141,44,-142,17,n
0,0,29,-18,60,-66,70,-311,113,-309,176,-259,210,-133,222,-35,223,-17,n
0,0,-14,-257,-44,-87,-86,-78,-122,330,-131,153,-131,51,-130,50,-132,56,n
0,0,1,-112,73,-166,142,-132,159,-41,165,36,167,47,167,33,166,16,n
0,0,-4,-51,-21,-189,-88,-150,-152,110,-173,-54,-166,14,-162,30,-162,30,n
0,0,-10,-16,-17,-102,34,-176,103,-105,142,22,154,64,159,17,159,-17,n
0,0,-9,-486,-31,-271,-73,-60,-113,-31,-126,-16,-125,8,-123,22,-123,28,n
0,0,20,-160,51,-55,87,-52,107,50,116,50,120,5,122,4,122,28,n
0,0,-12,-27,-47,-45,-85,-38,-109,-4,-118,33,-117,53,-115,48,-116,49,n
0,0,12,-414,44,-239,79,-63,104,-33,117,-28,119,-14,119,-2,118,22,n
0,0,-14,-259,-50,-86,-105,-76,-145,380,-158,172,-161,60,-161,59,-161,77,n
0,0,38,-306,89,-93,140,-87,165,201,176,111,181,20,184,19,184,37,n
0,0,-27,-107,-76,-16,-136,-10,-172,374,-182,183,-183,100,-184,99,-185,111,n
0,0,68,-673,148,-6,184,103,200,331,205,241,207,140,207,94,206,70,n
0,0,-8,-76,-29,-254,-95,-164,-181,-71,-217,161,-222,11,-224,37,-224,36,n
0,0,-6,-53,32,-235,103,-220,167,33,199,-104,207,-19,211,-10,213,-18,n
0,0,-17,-588,-75,-207,-146,-4,-189,222,-208,415,-213,404,-212,251,-211,142,n
0,0,11,-600,51,-557,109,-271,163,37,190,276,200,267,206,85,207,11,n
0,0,-8,-477,-44,-482,-117,-40,-171,240,-193,300,-197,176,-198,78,-199,56,n
0,0,32,-575,99,-320,164,3,192,221,199,392,200,269,200,132,201,89,n
0,0,-15,-588,-71,-414,-143,-44,-188,138,-205,249,-209,286,-209,99,-210,45,n
0,0,4,-90,50,-322,127,-209,191,-140,222,93,231,-39,232,-9,231,-5,n
0,0,-11,-98,-56,-161,-126,-129,-191,70,-227,-46,-239,32,-244,72,-246,61,n
0,0,31,-94,108,-164,186,-144,229,-89,254,-80,259,1,259,25,258,12,n
0,0,-9,-113,-49,-142,-137,-109,-201,14,-220,168,-221,56,-223,91,-224,97,n
0,0,-1,-63,13,-107,120,-162,205,-67,224,128,228,116,225,100,221,71,n
0,0,63,-328,133,-65,192,-62,217,310,226,118,228,45,228,44,228,56,n
0,0,-21,-241,-58,-74,-109,-62,-163,520,-179,219,-180,90,-176,90,-176,90,n
0,0,30,-210,79,-91,134,-83,162,175,172,133,175,41,177,38,177,62,n
0,0,-6,-56,-15,-162,-55,-200,-123,-104,-147,27,-136,97,-127,42,-127,29,n
0,0,15,-400,56,-152,103,-75,133,-44,144,-37,147,-24,148,-11,147,7,n
0,0,-10,-101,-53,-142,-121,-87,-142,-3,-145,77,-143,99,-141,131,-141,78,n
0,0,4,-100,44,-161,90,-144,127,-77,139,9,140,22,141,22,141,3,n
0,0,-5,-100,-45,-145,-110,-92,-137,-14,-142,39,-142,44,-139,66,-137,49,n
0,0,11,-490,52,-508,102,-157,134,136,148,361,150,235,150,51,150,33,n
0,0,-12,-600,-44,-404,-107,-8,-149,248,-158,242,-158,151,-158,55,-157,26,n
0,0,20,-355,62,-148,108,-35,139,0,151,17,154,42,159,55,158,67,n
0,0,-6,-92,-48,-146,-117,-108,-148,-36,-152,21,-151,52,-153,41,-155,35,n
