-32.0,21.0,5.0,3.0,3.2,8.666666666666666,4.333333333333333,0.8333333333333334,0.25,0.5,0.08333333333333333,-0.4166666666666667,-2.3333333333333335,99.99999999997726,verticalLine
16.0,20.0,5.0,-49.0,-9.666666666666666,-8.666666666666666,-11.666666666666666,-11.5,-21.0,-2.6666666666666665,-3.3333333333333335,-1.0,-1.0,-3.0,verticalLine
-59.99999999998636,23.0,9.833333333333334,8.222222222222221,7.5,6.0,6.75,-149.9999999999659,-8.0,-4.0,-2.5,-9.999999999997726,0.0,-9.999999999997726,verticalLine
-6.5,-14.0,-53.0,659.9999999998499,-30.0,-33.0,-49.0,-1.5,-4.0,1.0,-1.0,6.0,0.0,-1.3333333333333333,verticalLine
-1.3333333333333333,31.0,10.2,10.166666666666666,7.0,6.142857142857143,10.0,-12.5,-2.142857142857143,-1.5,-1.2,-1.0,-1.0,0.3333333333333333,verticalLine
3.0,79.99999999998181,16.5,17.666666666666668,65.0,319.99999999992724,-59.0,229.9999999999477,-7.0,8.0,-49.99999999998863,0.0,-3.0,-19.999999999995453,verticalLine
-7.0,7.0,4.888888888888889,5.5,5.166666666666667,4.818181818181818,3.875,2.0,0.5,2.0,-1.0,-0.3333333333333333,1.0,1.0,verticalLine
4.0,11.0,9.333333333333334,10.0,14.75,10.0,22.0,-3.1666666666666665,20.0,4.0,2.0,4.0,1.0,3.0,verticalLine
-3.5,-1.5,-19.75,21.25,6.6,9.25,6.333333333333333,9.0,-29.99999999999318,1.0,-0.0,0.0,-0.0,-9.999999999997726,verticalLine
2.0,1.4285714285714286,5.0,31.0,18.0,-37.0,20.0,279.99999999993634,-6.0,7.666666666666667,89.99999999997954,19.999999999995453,-0.6666666666666666,0.0,verticalLine
-1.75,-9.5,-46.0,-6.125,-16.0,-6.625,25.5,9.6,3.0,1.3333333333333333,0.6363636363636364,0.25,-0.0,-0.75,verticalLine
0.0,0.6666666666666666,4.0,15.0,62.0,14.0,12.75,19.0,-22.0,-4.0,-0.5714285714285714,159.99999999996362,6.0,-4.0,verticalLine
-29.99999999999318,-9.5,-2.4,-21.0,32.5,20.0,7.571428571428571,9.25,5.5,-8.5,4.0,1.0,4.0,-39.999999999990905,verticalLine
9.999999999997726,29.99999999999318,-6.0,-7.4,-15.0,-32.0,-10.285714285714286,-18.5,56.0,-3.4,7.0,2.3333333333333335,-2.0,1.0,verticalLine
3.0,-209.99999999995225,4.75,-6.636363636363637,-15.4,57.0,6.166666666666667,6.0,-79.99999999998181,-3.6666666666666665,-1.75,-0.4,-0.2222222222222222,-19.999999999995453,verticalLine
1.25,3.0,7.0,-8.714285714285714,-19.0,729.999999999834,19.666666666666668,23.0,-14.5,-12.5,129.99999999997044,3.5,3.0,-19.999999999995453,verticalLine
-9.833333333333334,-25.666666666666668,35.0,10.833333333333334,6.571428571428571,5.75,4.5,-2.5,-19.999999999995453,-49.99999999998863,-3.0,-1.0,-3.0,-9.999999999997726,verticalLine
11.5,4.25,4.4,10.5,8.0,5.125,12.333333333333334,349.9999999999204,-36.0,-6.333333333333333,28.0,-8.0,0.9090909090909091,0.0,verticalLine
-0.75,1.1111111111111112,12.333333333333334,6.636363636363637,11.666666666666666,20.333333333333332,25.5,11.666666666666666,6.25,-119.99999999997272,-2.0,-1.25,-49.99999999998863,0.75,verticalLine
1.5,1.2857142857142858,2.6666666666666665,8.5,22.0,17.0,16.333333333333332,219.99999999994998,20.0,349.9999999999204,-4.5,-5.0,-13.0,-4.0,verticalLine
59.99999999998636,-0.25,-36.0,23.0,15.5,13.0,14.666666666666666,11.0,4.166666666666667,4.5,12.5,-21.0,-7.0,-4.5,verticalLine
1.0,0.6666666666666666,2.8,7.25,-19.5,18.0,7.666666666666667,9.5,-18.0,-5.5,-16.5,169.99999999996135,13.0,-15.0,verticalLine
-6.5,-3.5,17.0,26.5,-539.9999999998772,22.0,10.666666666666666,4.166666666666667,4.4,10.0,8.0,-11.0,-49.99999999998863,1.3333333333333333,verticalLine
0.0,69.99999999998408,9.333333333333334,13.666666666666666,19.0,17.0,6.5,11.5,6.75,-34.0,299.9999999999318,-10.0,-5.0,-0.8,verticalLine
-159.99999999996362,11.5,5.375,13.0,9.0,6.0,4.5,2.5,3.75,9.0,-99.99999999997726,-10.0,-4.5,-2.0,verticalLine
8.0,12.0,15.5,17.5,20.0,18.0,8.25,7.75,7.5,7.0,-10.5,14.0,1.6666666666666667,-1.3333333333333333,verticalLine
-24.0,28.5,8.333333333333334,4.9,6.444444444444445,17.0,-18.0,-1.4,-1.0,-2.0,1.0,2.0,1.5,-1.0,verticalLine
3.0,1.6666666666666667,3.5,3.0,3.0,9.999999999997726,0.0,2.5,-25.0,14.0,8.833333333333334,8.6,7.333333333333333,7.0,verticalLine
6.25,59.99999999998636,-12.0,1.3333333333333333,-4.0,22.0,7.8,5.0,7.8,19.0,9.75,19.0,6.6,9.333333333333334,verticalLine
-6.0,6.0,10.0,-0.0,139.99999999996817,12.0,-18.0,-42.0,379.9999999999136,16.0,16.0,7.75,5.166666666666667,5.666666666666667,verticalLine
5.0,-22.0,-1.0,7.333333333333333,25.0,9.142857142857142,16.0,20.333333333333332,46.0,-33.0,-10.0,-15.0,10.0,3.0,verticalLine
-13.0,-17.0,-16.0,-109.99999999997499,4.333333333333333,1.6666666666666667,-2.25,2.5,5.25,15.0,55.0,55.0,499.9999999998863,-44.0,verticalLine
-7.0,-2.8,-1.5,-3.625,-13.75,-8.833333333333334,-22.0,37.0,-31.0,26.0,-89.99999999997954,-7.0,-2.0,-0.75,verticalLine
