0,0,41,18,84,-3,132,6,178,-5,209,-7,223,-10,236,-15,238,-28,horizontalLine
0,0,0,6,-4,7,-53,8,-128,3,-189,3,-236,-10,-251,-30,-252,-11,horizontalLine
0,0,-2,0,4,5,28,5,89,29,171,5,221,2,232,2,232,-16,horizontalLine
0,0,0,9,-6,20,-56,32,-125,25,-169,24,-192,23,-198,24,-199,24,horizontalLine
0,0,0,-2,21,-4,69,-7,101,-10,142,-15,178,-16,195,-22,198,-22,horizontalLine
0,0,1,-1,-17,2,-81,-4,-136,-17,-182,-20,-208,-18,-222,-14,-224,1,horizontalLine
0,0,2,-7,17,-20,69,-17,138,6,200,2,222,-22,227,-31,228,-23,horizontalLine
0,0,0,0,-9,2,-62,9,-127,5,-168,2,-185,4,-197,22,-204,20,horizontalLine
0,0,10,18,40,33,79,-35,120,-73,156,-60,180,-50,192,-55,196,-48,horizontalLine
0,0,-1,1,-31,16,-77,12,-122,-1,-148,23,-134,135,-86,-36,-80,17,horizontalLine
0,0,1,0,7,-2,21,-2,51,-32,70,-16,82,-8,88,-8,91,-2,horizontalLine
0,0,0,0,-12,-2,-52,-4,-90,4,-122,20,-148,24,-164,34,-169,32,horizontalLine
0,0,2,-13,11,-15,48,-35,107,-40,149,-2,161,24,167,30,170,6,horizontalLine
0,0,0,0,-5,-7,-30,-28,-80,-4,-130,-3,-150,-1,-154,2,-157,20,horizontalLine
0,0,-1,0,7,-7,38,-16,91,-14,143,-11,159,-9,162,-5,162,1,horizontalLine
0,0,0,0,-5,-6,-24,-6,-86,-24,-131,26,-160,17,-173,16,-173,22,horizontalLine
0,0,0,0,10,-13,41,-22,93,-22,148,-16,173,-11,179,-6,179,-13,horizontalLine
0,0,-4,-7,-28,-112,-98,-62,-160,-2,-211,-22,-240,8,-248,1,-248,-14,horizontalLine
0,0,8,-9,41,-12,103,-17,170,-11,214,-7,232,-2,239,-1,241,17,horizontalLine
0,0,0,0,-9,-7,-38,-7,-127,-13,-191,-4,-227,-5,-238,-5,-240,1,horizontalLine
0,0,-1,0,5,-1,38,-36,111,-15,213,-14,225,36,233,2,233,2,horizontalLine
0,0,0,3,-4,-5,-19,-6,-73,-60,-143,12,-186,-9,-198,-8,-198,4,horizontalLine
0,0,-2,2,-2,0,9,-17,68,-24,160,-21,186,0,202,-15,200,-27,horizontalLine
0,0,0,2,-2,0,-14,-13,-60,1,-129,1,-188,47,-223,14,-223,-9,horizontalLine
0,0,-2,-4,1,-6,21,-7,97,-79,168,-14,207,-15,215,-16,215,-22,horizontalLine
0,0,0,-4,-6,-5,-27,-4,-102,20,-152,28,-180,11,-189,11,-191,23,horizontalLine
0,0,0,-2,8,-3,43,-60,105,-19,185,-18,206,7,219,-11,219,-23,horizontalLine
0,0,-1,3,-19,-23,-60,-20,-123,16,-170,39,-199,10,-211,10,-212,10,horizontalLine
0,0,13,-25,62,-32,138,-29,189,-17,207,-2,214,-12,217,-12,217,-12,horizontalLine
0,0,-22,-41,-71,-9,-137,-8,-184,58,-204,11,-214,7,-218,7,-221,7,horizontalLine
0,0,22,-22,58,-13,128,-74,178,-19,216,-19,225,21,231,-5,231,6,horizontalLine
0,0,-2,-7,-19,-38,-72,-81,-132,-19,-188,-1,-216,8,-227,-6,-228,-11,horizontalLine
0,0,12,-8,36,-4,91,9,143,-4,195,-3,206,15,213,3,213,9,horizontalLine
0,0,-21,-21,-167,1,-229,25,-236,14,-191,11,-93,-21,-88,-2,-90,-8,horizontalLine
0,0,-1,0,3,-2,31,-50,57,-9,83,-9,89,19,94,0,94,6,horizontalLine
0,0,0,0,-9,-9,-38,-9,-116,-39,-170,5,-203,2,-217,1,-218,19,horizontalLine
0,0,0,-4,13,1,46,0,127,-30,173,-17,196,-4,203,-4,206,-4,horizontalLine
0,0,0,4,-13,-12,-74,17,-152,7,-202,5,-229,4,-237,5,-237,23,horizontalLine
0,0,18,0,57,-16,117,-23,176,-19,210,-16,219,-14,225,-12,226,-12,horizontalLine
0,0,0,3,-9,-6,-37,-5,-114,19,-175,36,-215,21,-233,20,-233,38,horizontalLine
0,0,2,-5,17,-23,69,-38,142,-29,200,-25,225,-21,230,-18,230,-18,horizontalLine
0,0,0,0,-11,-9,-44,-5,-134,139,-181,91,-204,47,-210,47,-213,53,horizontalLine
0,0,4,-19,21,-37,55,-37,115,-187,171,-65,207,-47,221,-48,221,-36,horizontalLine
0,0,-1,0,-11,-32,-54,-34,-127,-12,-194,-11,-229,-8,-237,-7,-238,-7,horizontalLine
0,0,1,0,20,-13,76,6,150,-8,205,-8,224,-8,231,-4,231,2,horizontalLine
0,0,-2,0,-22,-22,-80,-17,-150,-5,-193,-1,-209,4,-215,5,-217,-8,horizontalLine
0,0,13,-10,43,-7,90,-6,155,0,191,13,211,6,219,5,219,-1,horizontalLine
0,0,0,0,-4,6,-31,-55,-100,-2,-176,11,-211,14,-225,11,-227,1,horizontalLine
0,0,0,0,8,-2,44,-50,111,-22,199,-20,226,-5,243,-15,243,-9,horizontalLine
0,0,-2,3,-10,-1,-37,-1,-127,-19,-201,34,-247,14,-265,14,-267,26,horizontalLine
0,0,0,-9,4,-9,41,-30,105,-23,169,-23,215,-25,228,-25,228,-19,horizontalLine
0,0,-1,0,-14,-2,-45,-1,-104,29,-146,22,-172,15,-182,15,-182,21,horizontalLine
0,0,1,-7,18,-14,61,-14,146,-92,185,-16,200,-16,202,-16,202,-16,horizontalLine
0,0,0,4,-5,-9,-45,-18,-114,-5,-171,0,-179,5,-172,5,-175,5,horizontalLine
0,0,0,0,5,-1,33,-18,81,-13,143,-12,152,0,157,-8,156,-8,horizontalLine
0,0,-2,-2,-12,-2,-48,-10,-90,-5,-136,-4,-144,14,-148,2,-148,2,horizontalLine
0,0,2,-4,13,-3,55,-20,106,-11,163,-10,167,5,170,-6,170,-12,horizontalLine
0,0,-2,2,-10,0,-41,-31,-89,-3,-147,-3,-177,25,-195,5,-195,-1,horizontalLine
0,0,0,0,16,-8,53,-8,130,-56,171,3,193,-5,200,-5,200,1,horizontalLine
0,0,0,0,-4,0,-24,-1,-90,-31,-146,29,-176,10,-181,10,-183,16,horizontalLine
0,0,1,0,9,-2,44,-41,99,-11,166,-10,182,15,191,-3,191,-9,horizontalLine
0,0,-2,0,-7,3,-26,3,-95,15,-159,8,-199,6,-215,5,-218,-7,horizontalLine
0,0,1,0,15,-5,49,-6,133,-78,184,-26,211,-10,220,-11,220,1,horizontalLine
0,0,0,-5,-10,-1,-37,-9,-89,-5,-157,-4,-207,-2,-228,0,-230,-7,horizontalLine
0,0,13,-19,52,-14,112,-14,176,-44,207,-18,223,-12,229,-12,229,12,horizontalLine
0,0,-2,0,-10,0,-39,-13,-90,22,-150,20,-195,35,-210,16,-215,-2,horizontalLine
0,0,3,0,25,-8,71,-8,151,-44,185,-29,200,-13,204,-14,204,-26,horizontalLine
0,0,-1,0,-13,18,-50,10,-101,8,-145,9,-176,10,-183,10,-183,16,horizontalLine
0,0,29,-22,71,-13,134,-65,171,-21,190,-21,190,4,189,-13,188,-13,horizontalLine
0,0,-2,-4,-18,5,-53,5,-119,17,-162,19,-188,16,-199,16,-199,28,horizontalLine
0,0,0,0,18,2,61,1,150,-23,177,19,187,7,191,7,193,25,horizontalLine
0,0,-6,-10,-26,-6,-61,-4,-103,74,-121,42,-131,17,-134,18,-134,24,horizontalLine
0,0,-14,-19,-16,-14,4,-13,72,-13,113,-26,134,-13,141,-13,142,-7,horizontalLine
0,0,-2,-4,-14,-12,-45,-11,-119,-41,-166,16,-189,-4,-193,-5,-193,-17,horizontalLine
0,0,3,0,17,-6,51,-5,123,7,166,-10,187,-3,192,-3,192,9,horizontalLine
