0,0,17,-6,29,-6,11,274,-5,130,76,135,121,231,79,223,59,242,⚡
0,0,49,-56,66,-139,1,-126,-41,-190,-2,-460,80,-276,103,-286,106,-290,⚡
0,0,-43,91,-8,174,47,301,41,371,-20,257,-82,275,-100,271,-105,274,⚡
0,0,53,-89,132,-82,71,-274,-13,-223,26,-253,120,-315,156,-309,165,-298,⚡
0,0,-30,17,-93,142,-105,273,-34,582,-33,278,-112,310,-151,315,-156,304,⚡
0,0,64,-477,77,-274,7,-257,-24,-349,1,-359,69,-475,107,-301,109,-267,⚡
0,0,-58,63,-66,109,-3,160,24,206,-11,257,-67,276,-91,263,-93,261,⚡
0,0,74,-58,57,-87,-38,-125,-82,-189,-56,-183,25,-361,72,-225,82,-237,⚡
0,0,-61,94,-72,97,-3,216,43,155,6,177,-71,277,-107,241,-111,247,⚡
0,0,93,-75,109,-120,48,-92,-24,-153,-24,-142,42,-358,118,-221,126,-233,⚡
0,0,-73,89,-136,86,-78,179,-25,159,-90,182,-167,281,-194,241,-198,248,⚡
0,0,54,-95,151,-93,126,-152,49,-140,45,-152,145,-280,190,-231,196,-233,⚡
0,0,-64,34,-64,87,3,134,17,222,-41,146,-126,192,-155,203,-159,195,⚡
0,0,101,-51,70,-81,-7,-108,-30,-157,18,-229,93,-248,133,-227,140,-220,⚡
0,0,-48,35,-99,81,-56,118,-8,155,-38,203,-112,271,-162,298,-174,234,⚡
0,0,92,-24,134,-47,73,-70,9,-96,37,-150,125,-210,169,-204,174,-187,⚡
0,0,-103,306,-92,190,-24,238,-7,198,-48,195,-118,300,-156,242,-164,164,⚡
0,0,91,-34,63,-58,-8,-75,-5,-93,55,-135,108,-145,126,-155,126,-124,⚡
0,0,-53,33,-69,87,-24,73,4,114,-37,101,-85,191,-107,118,-112,119,⚡
0,0,52,-55,144,-210,86,-110,11,-205,35,-173,106,-275,142,-207,150,-206,⚡
0,0,-61,32,-64,53,5,101,29,144,-33,204,-97,241,-118,208,-119,185,⚡
0,0,86,-30,56,-48,-17,-53,-35,-68,20,-124,85,-155,108,-159,111,-143,⚡
0,0,-97,35,-137,72,-77,158,-13,246,-35,140,-117,189,-158,205,-167,199,⚡
0,0,106,-36,109,-76,41,-186,-20,-214,20,-160,99,-225,138,-258,141,-245,⚡
0,0,-83,39,-107,78,-36,111,12,155,-19,212,-80,241,-111,228,-115,207,⚡
0,0,75,-37,64,-54,-5,-86,-57,-129,-25,-195,48,-279,80,-261,83,-219,⚡
0,0,-71,42,-54,71,8,114,18,147,-28,193,-89,228,-108,201,-109,184,⚡
0,0,58,-26,65,-54,15,-75,-39,-102,-31,-169,35,-250,71,-216,77,-188,⚡
0,0,-80,32,-130,65,-93,91,-18,127,-9,171,-75,263,-148,297,-165,222,⚡
0,0,97,-30,114,-54,60,-76,4,-98,29,-148,105,-247,143,-221,144,-182,⚡
0,0,-25,19,-121,117,-145,82,-41,120,-55,200,-158,169,-189,189,-197,177,⚡
0,0,61,-30,159,-114,122,-90,42,-126,80,-272,163,-186,190,-200,192,-210,⚡
0,0,-37,41,-144,221,-141,113,-34,361,-38,185,-145,331,-175,213,-179,213,⚡
0,0,92,-32,166,-109,99,-91,17,-128,71,-293,161,-196,178,-220,179,-214,⚡
0,0,-17,10,-112,66,-183,171,-108,311,-28,164,-109,217,-187,242,-203,216,⚡
0,0,94,-28,71,-71,-21,-117,-46,-200,32,-149,81,-201,96,-214,97,-210,⚡
0,0,-78,79,-103,140,-38,173,17,183,-2,223,-74,299,-116,279,-121,231,⚡
0,0,83,-61,109,-106,67,-135,4,-179,14,-273,77,-387,120,-339,126,-297,⚡
0,0,-77,66,-81,104,-19,133,20,193,-19,251,-77,273,-104,250,-107,240,⚡
